title,director,year,country,genres,image,synopsis,mubi_url,film_id
A Fish Called Wanda,Charles Crichton,1988,"United Kingdom, United States","Comedy, Crime",https://assets.mubicdn.net/images/film/6364/image-w448.jpg,"An ambitious and sexy con artist uses every tool at her disposal to obtain a fortune in jewels stolen by her mobster lover. To help in her plan, she woo’s first her lover’s deadly henchman and then his attorney, eventually falling in love with one of them.",https://mubi.com/en/films/a-fish-called-wanda,6364
A Funny Man,Martin Zandvliet,2011,Denmark,"Drama, Comedy, Biography",https://assets.mubicdn.net/images/film/90017/image-w448.jpg,Comedian Dirch Passer has found himself in perennial loneliness after a fast-tracked rise to fame. He struggles between his own desire to gain critical respect and servicing the audience’s needs. His talent is both a blessing and a curse…,https://mubi.com/en/films/a-funny-man,90017
A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,United States,"Horror, Drama",https://assets.mubicdn.net/images/film/112885/image-w448.jpg,"In the shadows of Bad City–a lawless hellhole, inhabited by underworld figures, drug users, and pimps–a lonesome vampire wanders around. Dressed in a hijab and a striped t-shirt, she follows local villagers. One night she meets Arash, an Iranian James Dean lookalike. There is an instant attraction.",https://mubi.com/en/films/a-girl-walks-home-alone-at-night,112885
A Guide to Recognizing Your Saints,Dito Montiel,2006,United States,"Drama, Crime",https://assets.mubicdn.net/images/film/26823/image-w448.jpg,"Set in 1980s Astoria, Queens, Dito, called home after 15 years because his father is ill, encounters old friends—the ones he lost, the ones he left behind the ones he can’t help but remember.",https://mubi.com/en/films/a-guide-to-recognizing-your-saints,26823
A Glitch in the Matrix,Rodney Ascher,2020,United States,Documentary,https://assets.mubicdn.net/images/film/271002/image-w448.jpg,"What if we are living in a simulation and the world as we know it is not real? Using a famous speech from Philip K. Dick, the filmmaker dives down the rabbit hole of science, philosophy, and conspiracy theory,  interviewing digital avatars and unpacking cultural touchstones like The Matrix.",https://mubi.com/en/films/a-glitch-in-the-matrix,271002
A Happy Event,Rémi Bezançon,2011,"France, Belgium",Drama,https://assets.mubicdn.net/images/film/87241/image-w448.jpg,"Celebrated French director Rémi Bezançon’s incisive, yet tender and humorous, third feature follows a young couple whose carefree lifestyle is interrupted by the birth of their first child, a happy event that also turns their world completely upside-down.",https://mubi.com/en/films/a-happy-event,87241
A Hero,Asghar Farhadi,2021,"France, Iran",Drama,https://assets.mubicdn.net/images/film/258703/image-w448.jpg,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don’t go as planned.",https://mubi.com/en/films/a-hero,258703
A Hidden Life,Terrence Malick,2019,"United States, Germany","Biography, War, Drama",https://assets.mubicdn.net/images/film/155534/image-w448.jpg,"Based on real events, this is the story of an unsung hero, Franz Jägerstätter, who refused to fight for the Nazis in WWII. When the Austrian peasant farmer is faced with the threat of execution, it is his unwavering faith and his love for his wife Fani and children that keeps his spirit alive.",https://mubi.com/en/films/a-hidden-life-2019,155534
A Hero of Our Time,Miraç Atabey,2023,Turkey,"Drama, Comedy",https://assets.mubicdn.net/images/film/343169/image-w448.jpg,"Mert, an immature man in his thirties, lives in Istanbul but must travel to a small northeastern town for his father’s funeral. Over three days, as he avoids problems and confronts tragicomic events, he’s forced to face the growing cracks in his life and undergo a sudden, intense transformation.",https://mubi.com/en/films/a-hero-of-our-time-2022,343169
A House Made of Splinters,Simon Lereng Wilmont,2022,"Denmark, Ukraine",Documentary,https://assets.mubicdn.net/images/film/328611/image-w448.jpg,"Lysychansk, eastern Ukraine. The staff at an interim care center do all they can to meet the housing and emotional needs of neglected children. Removed from broken homes, the young wards form strong friendships as they await court custody decisions about their futures.",https://mubi.com/en/films/a-house-made-of-splinters,328611
A Journey in Spring,"Wang Ping-Wen, Peng Tzu-Hui",2023,Taiwan,Drama,https://assets.mubicdn.net/images/film/389519/image-w448.jpg,"In a marriage spanning years, Khim-Hok and Siu-Tuan are inseparable yet conflicted. When Siu-Tuan suddenly passes away, Khim-Hok clings desperately to her, but he must still traverse all past memories in the moist embrace of spring, bidding a heartfelt farewell.",https://mubi.com/en/films/a-journey-in-spring,389519
A Letter to Uncle Boonmee,Apichatpong Weerasethakul,2009,"Thailand, Germany","Short, Fantasy, Documentary",https://assets.mubicdn.net/images/film/4093/image-w448.jpg,"Filming in Nabua, site of a bloody 1965 battle between communist farmers and the totalitarian government, Apichatpong employs a roving, floating camera and incantatory, omniscient narration to simultaneously evoke the dangerous cycles of violence and repression.",https://mubi.com/en/films/a-letter-to-uncle-boonmee,4093
Kantara,Rishab Shetty,2022,India,"Drama, Action, Thriller",https://assets.mubicdn.net/images/film/358294/image-w448.jpg,"Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight.",https://mubi.com/en/films/a-legend,358294
A Long Journey Into the Truth of Cinema: Necip Sarıcı,Mehmet Güreli,2023,Turkey,Documentary,https://assets.mubicdn.net/images/film/413355/image-w448.jpg,"Necip Sarıcı began his cinema journey at a young age as a projectionist and worked as a sound engineer on hundreds of films at Lale Film Studio throughout his career. He also produced many films, including The Well (1968) and Oh Beautiful Istanbul (1982).",https://mubi.com/en/films/a-long-journey-into-the-truth-of-cinema-necip-sarici,413355
A Long Winter,Andrew Haigh,2026,United Kingdom,Drama,,"Set high in the mountains, fall comes to an end and a family prepares for the long winter ahead.",https://mubi.com/en/films/a-long-winter,444228
A Magnificent Haunting,Ferzan Özpetek,2012,Italy,"Comedy, LGBTQ+",https://assets.mubicdn.net/images/film/96916/image-w448.jpg,"Pietro is a young, gay pastry chef. He decides to leave Sicily and move to Rome in order to pursue his dream of becoming an actor. In Rome, he has to built his own support system in order to cope with setbacks and success.",https://mubi.com/en/films/a-magnificent-haunting,96916
A Man Called Ove,Hannes Holm,2015,Sweden,"Comedy, Drama",https://assets.mubicdn.net/images/film/150997/image-w448.jpg,"Ove is your typical angry old man next door. Enter a lively young family who accidentally flattens Ove’s mailbox while moving in. Yet from this inauspicious beginning an unlikely friendship forms, exemplifying a tale of unreliable first impressions and the reminder that life is sweeter when shared.",https://mubi.com/en/films/a-man-called-ove,150997
A Most Violent Year,J.C. Chandor,2014,United States,"Action, Crime, Drama",https://assets.mubicdn.net/images/film/117069/image-w448.jpg,"New York, 1981. As the city experiences a spike in criminal activity, Abel Morales—a respectable heating business owner—becomes the target of thieves. Abel takes matters into his own hands to track down those responsible. In doing so, he attracts the attention of the assistant district attorney.",https://mubi.com/en/films/a-most-violent-year,117069
A Most Wanted Man,Anton Corbijn,2014,"United Kingdom, United States","Thriller, Drama, Crime",https://assets.mubicdn.net/images/film/112921/image-w448.jpg,"A mysterious, near-dead half-Chechen, half-Russian man arrives in Hamburg’s Islamic community desperate for help. Nothing about him adds up; is he a victim, or an extremist intent on destruction? The brilliant, roguish chief of a German spy unit fights to put the pieces together as the clock ticks.",https://mubi.com/en/films/a-most-wanted-man,112921
A Mother's Sonata,Fehmi Öztürk,2020,Turkey,"Short, Drama",https://assets.mubicdn.net/images/film/374789/image-w448.jpg,"It’s just another weird and ordinary day for Nesrin and her mother. As the evening comes, they face the same issues they face everyday again but the next day their ordinary flow of lies is about to be broken.",https://mubi.com/en/films/a-mother-s-sonata,374789
A Mysterious World,Rodrigo Moreno,2011,"Argentina, Uruguay",Drama,https://assets.mubicdn.net/images/film/38339/image-w448.jpg,"Boris is perplexed as Ana seeks time apart, leaving their future uncertain. He navigates an erratic urban journey, from a transient hotel to a temperamental car, chance encounters, and efforts to reconcile with Ana amid the ambiguity of their separation.",https://mubi.com/en/films/a-mysterious-world,38339
A Night of Knowing Nothing,Payal Kapadia,2021,"India, France",Documentary,https://assets.mubicdn.net/images/film/308300/image-w448.jpg,"An Indian film student writes letters to her boyfriend from whom she was forcibly separated. She reflects on her daily life, disillusionments, and inner thoughts—her voice blending with images of unrest in university campuses, press clippings, and archival footage from Narendra Modi’s rise to power.",https://mubi.com/en/films/a-night-of-knowing-nothing,308300
A Perfect Day,Ferzan Özpetek,2008,Italy,Thriller,https://assets.mubicdn.net/images/film/30004/image-w448.jpg,A jealous and violent bodyguard can’t accept his ex-wife’s abandonment.,https://mubi.com/en/films/a-perfect-day-2008,30004
A Personal Journey with Martin Scorsese Through American Movies,"Martin Scorsese, Michael Henry Wilson",1995,"United Kingdom, United States","Documentary, History, TV Movie",https://assets.mubicdn.net/images/film/2024/image-w448.jpg,"Martin Scorsese explores the history of American cinema by focusing on the work of a number of highly influential filmmakers. In addition to examining pioneering productions by D.W. Griffith and F.W. Murnau, he looks at a variety of key directors, while featuring interviews with cinema luminaries.",https://mubi.com/en/films/a-personal-journey-with-martin-scorsese-through-american-movies,2024
A Place Without Fear,Susanne Deeken,2023,United Kingdom,"Short, Avant-Garde, Animation",https://assets.mubicdn.net/images/film/407750/image-w448.jpg,"In a haunting, dream-like world, a young girl navigates a labyrinth of physical and emotional challenges within the decaying walls of an abandoned house. There, she must choose between succumbing to her fears or transforming into a formidable force.",https://mubi.com/en/films/a-place-without-fear,407750
A Poet,Simón Mesa Soto,2025,"Colombia, Germany","Comedy, Drama",https://assets.mubicdn.net/images/film/442272/image-w448.jpg,"Oscar Restrepo’s obsession with poetry brought him no glory. Aging and erratic, he has succumbed to the cliché of the poet in the shadows. Meeting Yurlady, a humble teenager, brings some light to his days, but dragging her into the world of poets may not be the way.",https://mubi.com/en/films/a-poet-2025,442272
Full Time,Éric Gravel,2021,France,Drama,https://assets.mubicdn.net/images/film/313122/image-w448.jpg,"Julie can’t catch a break. For a single mother raising two children in the suburbs of Paris but working in the city, the train is a lifeline, and it’s suddenly severed during a strike. Without the train, Julie can’t get to her job at the hotel—or to the interview for a dream job she has lined up.",https://mubi.com/en/films/a-plein-temps,313122
